label,area,soil_type,ph,n,p,k,humidity,temperature,rainfall
wheat,,sandy,,13.0,11.0,2.0,48.3,25.52
wheat,,sandy,,6.0,33.0,8.0,60.38,31.22
sugarcane,,sandy,,10.0,41.0,2.0,63.98,29.78
cotton,,sandy,,17.0,19.0,3.0,43.63,28.93
sugarcane,,sandy,,34.0,0.0,3.0,44.54,25.18
wheat,,sandy,,6.0,32.0,4.0,55.28,33.73
wheat,,sandy,,30.0,0.0,0.0,60.89,31.91
wheat,,sandy,,20.0,15.0,2.0,49.65,22.52
maize,,sandy,,21.0,18.0,0.0,46.44,28.77
maize,,sandy,,15.0,11.0,3.0,46.3,27.5
barley,,,5.81,0.23,5.401,738.231
barley,,,5.43,0.23,10.478,606.382
barley,,,5.41,0.23,6.847,386.58
barley,,,5.65,0.23,3.418,207.086
barley,,,5.27,0.23,39.282,317.357
barley,,,5.06,0.23,8.48,148.437
barley,,,5.57,0.23,2.147,303.528
barley,,,5.2,0.23,30.3,380.599
barley,,,5.34,0.23,6.382,401.063
barley,,,5.95,0.23,27.577,226.949
barley,,,5.47,0.23,0.83888,217.874
barley,,,6.43,0.23,46.842,417.185
barley,,,6.06,0.23,1.505,149.357
barley,,,5.6,0.23,3.822,423.766
barley,,,6.03,0.23,66.314,351.523
barley,,,5.25,0.23,2.601,164.48
barley,,,6.17,0.23,6.166,77.385
barley,,,6.15,0.23,5.055,116.77
barley,,,5.79,0.23,4.894,137.386
barley,,,5.99,0.23,12.275,81.482
barley,,,5.9,0.23,2.025,196.733
barley,,,5.65,0.23,0.412473,388.938
barley,,,5.84,0.23,12.296,146.312
barley,,,5.99,0.23,7.601,55.789
barley,,,5.8,0.321,4.0,276.0
barley,,,6.3,0.23,80.748,277.673
barley,,,5.93,0.23,6.988,234.671
barley,,,6.05,0.23,7.112,96.094
barley,,,5.63,0.23,3.883,508.623
barley,,,5.99,0.23,74.965,403.938
barley,,,5.9,0.2526,12.0,347.0
barley,,,5.2,0.23,8.851,135.701
barley,,,6.21,0.23,13.07,175.786
barley,,,5.57,0.23,8.048,71.766
barley,,,6.05,0.23,168.213,697.628
barley,,,6.01,0.23,58.65,285.655
barley,,,5.85,0.23,3.766,183.472
barley,,,6.15,0.23,5.095,89.77
barley,,,6.1,0.2365,12.0,420.0
barley,,,5.57,0.23,6.915,267.393
barley,,,5.45,0.23,2.712,449.394
barley,,,5.61,0.23,4.224,161.458
barley,,,6.0,0.23,6.002,98.899
barley,,,5.74,0.23,3.149,177.9
barley,,,5.71,0.23,4.908,366.933
barley,,,5.7,0.3493,7.0,191.0
barley,,,6.0,0.2681,15.0,296.0
barley,,,5.7,0.358,12.0,241.0
barley,,,5.8,0.3411,6.0,182.0
barley,,,6.4,0.1255,50.0,239.0
barley,,,5.7,0.2748,4.0,208.0
barley,,,5.9,0.219,8.0,242.0
barley,,,5.8,0.2242,11.0,343.0
barley,,,6.0,0.2734,11.0,318.0
barley,,,6.3,0.1702,10.0,295.0
barley,,,6.07,0.23,13.546,125.216
barley,,,5.56,0.23,5.391,158.106
barley,,,6.25,0.23,84.785,55.791
barley,,,6.3,0.1754,5.0,159.0
barley,,,5.9,0.2145,4.0,185.0
barley,,,5.9,0.2905,3.0,316.0
barley,,,6.1,0.2087,164.0,910.0
barley,,,5.7,0.23,17.626,187.345
barley,,,5.61,0.23,291.856,1458.2
barley,,,5.63,0.23,23.076,391.602
barley,,,6.35,0.23,3.226,104.195
barley,,,6.0,0.2593,3.0,226.0
barley,,,6.1,0.1692,96.0,415.0
barley,,,5.8,0.184,7.0,319.0
barley,,,5.61,0.23,16.899,237.341
barley,,,5.95,0.23,6.494,97.358
barley,,,5.85,0.23,6.252,90.749
barley,,,6.0,0.3063,9.0,338.0
barley,,,6.2,0.2363,22.0,287.0
barley,,,6.3,0.2935,8.0,196.0
barley,,,5.9,0.2902,18.0,177.0
barley,,,6.1,0.2591,39.0,461.0
barley,,,5.95,0.23,2.253,214.852
barley,,,5.5,0.3693,5.0,90.0
barley,,,5.6,0.4014,18.0,395.0
barley,,,5.9,0.286,13.0,360.0
barley,,,6.2,0.1405,9.0,361.0
barley,,,5.7,0.2039,3.0,245.0
barley,,,5.6,0.2174,107.0,505.0
barley,,,5.6,0.2437,6.0,115.0
barley,,,5.4,0.1572,48.0,271.0
barley,,,5.9,0.171,4.0,401.0
barley,,,5.7,0.2482,6.0,450.0
barley,,,5.4,0.2142,5.0,106.0
barley,,,6.2,0.1693,7.0,336.0
barley,,,5.8,0.1218,2.0,326.0
barley,,,6.0,0.2287,5.0,454.0
barley,,,5.5,0.2333,8.0,276.0
barley,,,5.4,0.2385,8.0,82.0
barley,,,6.0,0.197,85.0,520.0
barley,,,6.5,0.2918,6.0,272.0
barley,,,5.72,0.23,25.574,298.895
barley,,,5.9,0.2116,2.0,353.0
barley,,,5.5,0.4366,4.0,112.0
barley,,,6.1,0.3835,6.0,155.0
barley,,,6.2,0.3112,9.0,338.0
barley,,,5.7,0.3332,18.0,445.0
barley,,,6.2,0.2485,5.0,259.0
barley,,,5.89,0.23,7.282,104.592
barley,,,5.7,0.4052,34.0,382.0
barley,,,6.1,0.3525,13.0,330.0
barley,,,5.8,0.2667,5.0,350.0
barley,,,5.9,0.3302,3.0,258.0
barley,,,6.4,0.3736,5.0,227.0
barley,,,6.15,0.23,5.885,105.534
barley,,,5.53,0.284,5.05,90.077
barley,,,5.71,0.23,1.559,127.07
barley,,,6.0,0.284,2.0,108.0
barley,,,6.3,0.1618,4.0,176.0
barley,,,6.1,0.2234,7.0,143.0
barley,,,5.8,0.2927,46.0,354.0
barley,,,5.8,0.2764,6.0,272.0
barley,,,6.2,0.3056,5.0,149.0
barley,,,6.1,0.1778,8.0,199.0
barley,,,5.65,0.23,2.055,142.876
barley,,,6.58,0.23,7.49,87.688
barley,,,5.44,0.284,4.267,77.649
barley,,,6.1,0.2291,3.0,189.0
barley,,,6.6,0.1575,8.0,241.0
barley,,,5.5,0.2921,27.0,223.0
barley,,,6.0,0.2719,149.0,541.0
barley,,,6.2,0.3093,3.0,173.0
barley,,,5.6,0.2741,4.0,184.0
barley,,,5.9,0.2375,5.0,426.0
barley,,,5.7,0.3132,6.0,126.0
barley,,,6.0,0.2171,40.0,410.0
barley,,,5.9,0.2992,8.0,400.0
barley,,,5.78,0.23,6.59,145.527
barley,,,5.17,0.284,2.586,109.74
barley,,,6.0,0.23,2.35,176.215
barley,,,6.1,0.1679,90.0,344.0
barley,,,5.67,0.2992,7.375,246.058
barley,,,5.36,0.23,5.241,281.322
barley,,,5.56,0.284,8.902,254.987
barley,,,5.56,0.23,8.898,310.09
barley,,,5.62,0.2375,16.098,131.747
barley,,,5.3,0.23,7.103,316.18
barley,,,5.75,0.1679,8.462,82.48
barley,,,5.26,0.23,6.197,360.591
barley,,,5.45,0.23,56.046,701.198
barley,,,5.53,0.2992,10.201,284.279
barley,,,5.3,0.23,2.901,223.778
barley,,,5.64,0.1679,3.318,90.692
barley,,,6.75,0.23,129.258,930.028
barley,,,5.75,0.1679,9.679,41.134
barley,,,6.0,0.284,9.139,187.123
barley,,,5.95,0.284,2.219,112.914
barley,,,5.41,0.2375,12.954,172.263
barley,,,5.9,0.1679,6.996,92.034
barley,,,5.47,0.23,2.917,180.743
barley,,,5.79,0.2518,7.549,241.465
barley,,,6.1,0.1679,7.325,55.537
barley,,,5.41,0.1679,57.619,107.897
barley,,,5.3,0.1679,83.131,311.258
barley,,,5.14,0.23,3.805,198.994
barley,,,5.61,0.2518,6.146,230.77
barley,,,5.99,0.2518,7.077,255.9
barley,,,5.58,0.2375,85.046,293.087
barley,,,5.48,0.23,1.938,211.631
barley,,,5.2,0.23,1.635,204.747
barley,,,5.65,0.2518,7.526,166.837
barley,,,5.71,0.2518,5.142,202.71
barley,,,5.54,0.2518,5.563,220.316
barley,,,5.5,0.1679,8.079,126.231
barley,,,5.59,0.2375,5.025,120.928
barley,,,5.3,0.23,4.401,221.783
barley,,,5.92,0.1679,1.829,86.644
barley,,,5.54,0.2518,6.925,190.019
barley,,,5.66,0.2518,18.241,175.615
barley,,,5.34,0.1679,9.72,406.375
barley,,,5.37,0.23,1.377,170.739
barley,,,5.28,0.2518,8.965,139.459
barley,,,5.8,0.2518,6.233,148.977
barley,,,5.74,0.2518,12.464,272.324
barley,,,5.72,0.2518,12.339,85.279
barley,,,6.05,0.23,16.611,398.658
barley,,,5.97,0.2375,9.753,212.903
barley,,,5.43,0.1679,3.507,184.848
barley,,,5.83,0.23,2.132,65.756
barley,,,5.48,0.2518,6.903,191.133
barley,,,5.97,0.2518,23.373,507.187
barley,,,5.93,0.2518,18.353,478.058
barley,,,5.41,0.2375,8.707,122.677
barley,,,5.35,0.23,1.074,59.367
barley,,,5.8,0.2518,10.739,153.15
barley,,,5.87,0.23,4.609,225.27
barley,,,5.75,0.1679,3.646,125.693
barley,,,6.4,0.23,453.48,1235.1
barley,,,5.9,0.23,6.366,94.022
barley,,,5.25,0.23,2.327,157.397
barley,,,5.68,0.2518,12.036,276.634
barley,,,6.05,0.2375,8.243,199.565
barley,,,5.92,0.23,42.895,383.306
barley,,,5.45,0.2518,51.843,265.166
barley,,,5.73,0.2375,7.469,325.68
barley,,,5.63,0.2518,7.166,182.313
barley,,,6.49,0.23,4.467,118.401
barley,,,6.15,0.23,273.222,841.298
barley,,,5.7,0.2375,9.861,184.737
barley,,,5.75,0.2518,223.348,658.37
barley,,,5.75,0.2518,9.547,241.936
barley,,,5.34,0.23,1.281,105.739
barley,,,5.7,0.3215,7.0,820.0
barley,,,5.3,0.2279,8.0,125.0
barley,,,5.3,0.2279,7.0,92.0
barley,,,5.3,0.2279,7.0,74.0
barley,,,5.3,0.2279,4.0,101.0
barley,,,5.3,0.2279,27.0,570.0
barley,,,5.3,0.2279,8.0,114.0
barley,,,5.4,0.1333,2.0,211.0
barley,,,5.4,0.1333,4.0,231.0
barley,,,5.4,0.1333,2.0,237.0
barley,,,6.4,0.1209,2.0,251.0
barley,,,6.4,0.1209,2.0,263.0
barley,,,5.4,0.2255,16.0,135.0
barley,,,5.8,0.250293402,2.0,172.0
barley,,,5.3,0.3087,3.0,584.0
barley,,,5.3,0.2279,3.0,111.0
barley,,,5.3,0.2279,9.0,80.0
barley,,,5.3,0.2279,3.0,126.0
barley,,,5.3,0.2279,3.0,202.0
barley,,,5.3,0.2279,8.0,238.0
barley,,,5.3,0.2279,2.0,147.0
barley,,,6.0,0.0969,7.0,83.0
barley,,,6.4,0.1209,1.0,215.0
barley,,,6.1,0.253708879,6.0,172.0
barley,,,6.1,0.253708879,23.0,328.0
barley,,,5.45,0.31,12.1,701.0
barley,,,5.1,0.19890058,8.0,448.0
barley,,,5.2,0.183923547,3.0,403.0
barley,,,5.7,0.164829547,11.48,134.6
barley,,,5.7,0.164829547,9.0,117.0
barley,,,5.4,0.1639,2.8,100.79
barley,,,6.2,0.18,4.0,291.0
barley,,,5.8,0.278033635,4.45,84.1
barley,,,5.4,0.1639,1.0,203.0
barley,,,6.2,0.18,2.0,217.0
barley,,,5.8,0.009379812,2.67,687.74
barley,,,5.7,0.1638,4.0,52.0
barley,,,5.7,0.1638,1.0,238.0
barley,,,5.8,0.009379812,4.0,114.0
barley,,,6.0,0.118456249,18.0,133.0
barley,,,5.4,0.153057985,1.0,167.0
barley,,,5.72,0.1639,1.0,119.0
barley,,,5.6,0.1639,2.08,159.04
barley,,,5.04,0.1639,4.0,147.0
barley,,,5.69,0.1639,1.0,150.0
barley,,,5.69,0.1639,2.0,266.0
barley,,,5.67,0.17,3.06,284.05
barley,,,5.69,0.1639,2.0,187.0
barley,,,5.78,0.1639,1.0,271.0
barley,,,5.67,0.17,2.0,208.0
barley,,,6.48,0.14,0.64,242.0
barley,,,7.0,0.252362008,12.0,831.0
barley,,,5.51,0.1639,3.0,246.0
barley,,,5.67,0.17,3.0,183.0
barley,,,7.0,0.252362008,13.78,312.09
barley,,,5.7,0.252834987,4.0,628.0
barley,,,5.37,0.1639,3.0,222.0
barley,,,5.67,0.17,3.38,167.04
barley,,,5.0,0.254730978,2.67,417.13
barley,,,5.37,0.1639,2.69,168.49
barley,,,5.67,0.17,7.0,437.0
barley,,,5.2,0.000261711,3.0,167.76
barley,,,5.67,0.17,3.11,82.33
barley,,,5.67,0.17,6.0,296.0
barley,,,5.2,0.000261711,8.0,144.0
barley,,,5.67,0.17,6.0,105.0
barley,,,5.2,0.000261711,2.0,185.0
barley,,,5.67,0.17,8.0,135.0
barley,,,6.0,0.189,104.0,590.0
barley,,,5.84,0.18,9.36,86.0
barley,,,5.6,0.131,2.0,435.0
barley,,,5.38,0.23,3.39,413.0
barley,,,5.1,0.17,2.63,539.0
barley,,,6.5,0.1419,5.0,418.0
barley,,,4.99,0.18,1.23,220.0
barley,,,4.77,0.22,5.6,306.0
barley,,,6.33,0.16,10.9,444.0
barley,,,4.87,0.2,1.61,410.0
barley,,,7.3,0.0437,4.0,403.0
barley,,,7.93,0.15,39.1,514.0
barley,,,5.1,0.2102,3.0,196.0
barley,,,5.7,0.1198,3.0,391.0
barley,,,5.22,0.19,0.84,188.0
barley,,,5.24,0.14,0.92,109.0
barley,,,8.5,0.0535,3.0,429.0
barley,,,5.23,0.17,1.45,299.0
barley,,,6.24,0.17,2.75,186.0
barley,,,7.2,0.1606,22.0,425.0
barley,,,6.2,0.18,2.0,196.0
barley,,,5.4,0.1639,1.0,282.0
barley,,,6.2,0.18,2.0,285.0
barley,,,5.47,0.18,7.0,612.0
barley,,,4.8,0.1831,2.0,163.0
barley,,,7.3,0.1054,5.0,495.0
barley,,,5.2,0.187,2.0,156.0
barley,,,5.1,0.1291,1.0,92.0
barley,,,5.67,0.17,6.67,138.83
barley,,,6.4,0.3315,462.0,1012.0
barley,,,5.78,0.1639,124.0,565.0
barley,,,5.78,0.1639,3.0,210.0
barley,,,7.0,0.1727,9.0,488.0
barley,,,5.04,0.1639,5.0,343.0
barley,,,5.69,0.1639,2.62,76.34
barley,,,5.67,0.17,2.0,141.0
barley,,,5.67,0.17,2.0,306.0
barley,,,5.04,0.1639,2.0,167.0
barley,,,8.1,0.0861,2.0,433.0
barley,,,5.67,0.17,3.0,212.0
barley,,,5.67,0.17,4.0,250.0
barley,,,5.67,0.17,7.0,396.0
barley,,,6.3,0.1166,5.0,133.0
barley,,,5.3,0.254950956,1.9,282.0
barley,,,6.98,0.09,95.7,401.0
barley,,,5.4,0.4379,7.0,205.0
barley,,,5.6,0.250347819,3.0,225.0
barley,,,5.2,0.000261711,2.0,283.0
barley,,,5.67,0.17,8.0,157.0
barley,,,5.67,0.17,12.0,209.0
barley,,,5.6,0.0982,3.0,151.0
barley,,,6.0,0.0969,2.0,281.0
barley,,,6.5,0.1193,2.0,168.0
barley,,,5.8,0.2267,4.0,221.0
barley,,,6.47,0.12,5.04,286.0
barley,,,6.3,0.2,2.2,134.0
barley,,,6.4,0.1371,3.0,162.0
barley,,,5.4,0.1255,5.0,99.0
barley,,,5.3,0.5813,7.0,187.0
barley,,,6.95,0.09,1.98,163.0
barley,,,5.2,0.000261711,4.0,429.0
barley,,,5.6,0.2336,3.0,400.0
barley,,,7.2,0.2066,114.0,1161.0
barley,,,5.7,0.235599614,1.0,175.0
barley,,,7.45,0.09,2.0,472.0
barley,,,6.3,0.0879,9.0,111.0
barley,,,6.0,0.1753,3.0,181.0
barley,,,6.0,0.18,2.0,138.0
barley,,,5.86,0.209463971,9.3,664.0
barley,,,5.6,0.2592,4.0,165.0
barley,,,5.4,0.2219,11.0,141.0
barley,,,5.7,0.1398,1.0,120.0
barley,,,6.1,0.167037589,3.0,616.0
barley,,,6.0,0.18,7.0,266.0
barley,,,5.6,0.2153,2.0,215.0
barley,,,5.78,0.16,4.0,450.0
barley,,,7.53,0.09,11.0,528.0
barley,,,5.4,0.1255,7.0,260.0
barley,,,5.8,0.250293402,2.0,118.0
barley,,,6.1,0.12,2.0,234.0
barley,,,7.53,0.09,3.0,469.0
barley,,,5.75,0.153423315,3.1,493.0
barley,,,5.8,0.250293402,2.0,105.0
barley,,,5.8,0.250293402,1.0,315.0
barley,,,6.1,0.12,4.0,226.0
barley,,,6.95,0.16,3.0,378.0
barley,,,5.8,0.250293402,3.0,124.0
barley,,,6.2,0.260151402,19.0,127.0
barley,,,5.8,0.250293402,7.0,218.0
barley,,,5.8,0.250293402,1.0,55.0
barley,,,5.8,0.250293402,9.0,270.0
barley,,,5.8,0.250293402,5.0,250.0
barley,,,5.8,0.250293402,11.0,345.0
barley,,,5.4,0.1255,23.0,92.0
barley,,,5.8,0.250293402,4.0,214.0
barley,,,5.4,0.1255,9.0,359.0
barley,,,5.4,0.1255,13.0,265.0
barley,,,5.86,0.18,3.0,290.0
barley,,,7.7,0.16,2.0,343.0
barley,,,7.1,0.09,99.0,1189.0
barley,,,5.4,0.1255,12.0,74.0
barley,,,7.7,0.16,3.0,444.0
barley,,,5.8,0.250293402,8.0,164.0
barley,,,5.8,0.250293402,3.53,250.75
barley,,,5.8,0.250293402,14.0,430.0
barley,,,5.3,0.2279,8.0,186.0
barley,,,5.4,0.1255,7.0,94.0
barley,,,5.98,0.18,8.0,440.0
barley,,,5.98,0.18,14.0,238.0
barley,,,7.7,0.16,2.0,488.0
barley,,,5.3,0.2279,88.0,615.0
barley,,,5.3,0.2279,8.0,299.0
barley,,,5.75,0.16,6.0,213.0
barley,,,6.5,0.16,3.0,412.0
barley,,,5.8,0.250293402,22.0,596.0
barley,,,5.98,0.18,8.0,465.0
barley,,,5.98,0.18,4.0,172.0
barley,,,6.58,0.16,10.0,268.0
barley,,,7.1,0.069481704,42.0,1116.0
barley,,,5.8,0.250293402,20.0,367.0
barley,,,5.09,0.253099197,2.9,165.0
barley,,,5.56,0.19491006,1.6,167.0
barley,,,5.98,0.18,10.0,156.0
barley,,,7.1,0.069481704,4.0,191.0
barley,,,5.3,0.209642879,3.4,208.0
barley,,,5.8,0.250293402,19.0,166.0
barley,,,5.3,0.2279,17.0,471.0
barley,,,6.0,0.16,4.0,282.0
barley,,,4.7,0.5135,8.0,131.0
barley,,,5.3,0.2279,11.0,337.0
barley,,,6.48,0.16,3.0,408.0
barley,,,5.2,0.2802,3.0,115.0
barley,,,5.8,0.250293402,15.0,354.0
barley,,,6.63,0.134622792,2.0,265.0
barley,,,5.3,0.2279,2.0,248.0
barley,,,5.3,0.2279,4.0,170.0
barley,,,6.33,0.16,2.0,148.0
barley,,,5.7,0.16,10.0,639.0
barley,,,5.4,0.1543,1.0,163.0
barley,,,5.8,0.250293402,28.0,203.0
barley,,,5.8,0.250293402,13.0,267.0
barley,,,5.54,0.16,5.0,421.0
barley,,,8.0,0.0678215,5.83,240.0
barley,,,5.4,0.1333,1.0,137.0
barley,,,5.8,0.250293402,19.79,234.11
barley,,,5.8,0.250293402,23.0,269.0
barley,,,5.8,0.250293402,17.5,71.87
barley,,,5.4,0.1333,13.0,272.0
barley,,,5.4,0.1333,10.0,159.0
barley,,,5.1,0.1106,1.0,179.0
barley,,,5.8,0.250293402,4.0,86.0
barley,,,5.4,0.1333,3.0,486.0
barley,,,5.4,0.1333,3.0,243.0
barley,,,5.4,0.1333,2.0,178.0
barley,,,5.8,0.250293402,10.0,628.0
barley,,,5.4,0.1333,4.0,150.0
barley,,,6.0,0.0969,3.0,151.0
barley,,,5.8,0.195910715,48.0,663.0
barley,,,5.72,0.2289,3.0,190.0
barley,,,6.1,0.0808,2.0,320.0
barley,,,5.1,0.1937,6.0,434.0
barley,,,5.8,0.250293402,4.0,106.0
barley,,,5.85,0.2289,5.0,108.0
barley,,,6.0,0.0969,35.0,86.0
barley,,,5.4,0.1196,5.0,288.0
barley,,,5.87,0.2289,13.0,674.0
barley,,,5.85,0.2289,79.0,678.0
barley,,,5.8,0.250293402,9.0,283.0
barley,,,5.8,0.250293402,6.0,186.0
barley,,,5.85,0.2289,5.3,80.24
barley,,,5.8,0.250293402,3.0,295.0
barley,,,5.8,0.250293402,1.0,137.0
barley,,,6.4,0.1209,7.0,429.0
barley,,,6.4,0.1209,2.0,172.0
barley,,,6.4,0.1209,4.0,126.0
barley,,,6.4,0.1209,2.0,122.0
barley,,,6.11,0.06566235,14.0,481.0
barley,,,5.85,0.2289,3.0,268.0
barley,,,5.8,0.250293402,5.36,237.87
barley,,,5.8,0.250293402,4.08,110.68
barley,,,5.91,0.195910715,8.0,367.0
barley,,,5.2,0.1815,5.0,291.0
barley,,,5.61,0.2289,4.0,312.0
barley,,,5.85,0.2289,6.0,141.0
barley,,,5.8,0.250293402,14.0,377.0
barley,,,6.37,0.111842553,10.25,365.09
barley,,,5.58,0.2289,2.0,143.0
barley,,,5.45,0.2289,6.62,128.64
barley,,,5.45,0.2289,9.52,387.02
barley,,,5.68,0.076819645,7.0,154.0
barley,,,5.28,0.2289,1.82,58.78
barley,,,5.2,0.334,9.0,103.0
barley,,,7.75,0.097377506,1.9,106.0
barley,,,5.75,0.2289,2.0,133.0
barley,,,5.78,0.2289,2.0,276.0
barley,,,5.4,0.2255,20.61,129.73
barley,,,6.5,0.076,11.0,89.0
barley,,,5.68,0.076819645,8.8,210.0
barley,,,4.9,0.5041,9.0,155.0
barley,,,5.4,0.3095,6.0,133.0
barley,,,5.3,0.5213,7.0,150.0
barley,,,5.1,0.2622,3.0,67.0
barley,,,5.8,0.2888,14.0,492.0
barley,,,5.6,0.2546,2.0,92.0
barley,,,5.1,0.2488,6.0,244.0
barley,,,5.4,0.204,2.0,207.0
barley,,,5.0,0.2453,4.0,93.0
barley,,,6.98,0.120529872,2.2,128.0
barley,,,5.6,0.1868,4.0,365.0
barley,,,5.1,0.2626,4.0,133.0
barley,,,5.7,0.3115,3.0,127.0
barley,,,5.0,0.1831,2.0,290.0
barley,,,5.3,0.2017,1.0,127.0
barley,,,5.8,0.1441,2.0,130.0
barley,,,5.8,0.1988,2.0,157.0
barley,,,5.3,0.2017,6.0,328.0
barley,,,5.3,0.2017,5.0,354.0
barley,,,5.3,0.2017,3.0,265.0
barley,,,5.6,0.1116,4.0,352.0
barley,,,5.8,0.1793,1.0,402.0
barley,,,5.7,0.1479,2.0,137.0
barley,,,6.0,0.1,4.0,205.0
barley,,,5.2,0.17,3.0,339.0
barley,,,5.68,0.12,10.5,236.0
barley,,,5.63,0.16,4.08,212.0
barley,,,5.8,0.13,11.9,251.0
barley,,,5.7,0.2,21.3,417.0
barley,,,5.87,0.19,5.99,343.0
bean,,,6.5,0.0987,20.0,230.0
bean,,,6.6,0.1214,5.0,187.0
bean,,,5.8,0.1525,24.0,93.0
bean,,,7.8,0.0468,210.0,980.0
bean,,,5.3,0.231,5.0,671.0
bean,,,5.5,0.145,1.0,187.0
bean,,,6.3,0.221,229.0,1114.0
bean,,,6.5,0.2074,65.0,487.0
bean,,,5.7,0.0894,1.0,274.0
bean,,,6.6,0.3619,103.0,521.0
bean,,,6.2,0.1718,21.0,489.0
bean,,,6.6,0.1463,175.0,862.0
bean,,,5.4,0.1864,5.0,394.0
bean,,,5.67,0.17,2.0,212.0
bean,,,5.9,0.2081,85.0,526.0
bean,,,7.13,0.17,2.96,148.0
bean,,,5.67,0.17,1.0,124.0
bean,,,6.6,0.1244,6.0,418.0
bean,,,6.0,0.0963,6.0,127.0
bean,,,5.98,0.14,12.8,301.0
bean,,,5.5,0.1705,2.0,211.0
bean,,,5.6,0.2309,8.0,318.0
bean,,,5.7,0.1915,4.0,190.0
bean,,,6.53,0.11,5.46,251.0
bean,,,6.0,0.163,6.0,282.0
bean,,,5.2,0.000261711,2.0,172.0
bean,,,5.8,0.2021,4.0,269.0
bean,,,5.9,0.4818,39.0,276.0
bean,,,7.87,0.11,42.0,283.0
bean,,,7.87,0.11,174.0,1359.0
bean,,,5.4,0.1255,5.0,367.0
bean,,,6.95,0.09,11.0,505.0
bean,,,5.4,0.2174,6.0,181.0
bean,,,6.23,0.13,7.79,193.0
bean,,,5.78,0.16,4.0,179.0
bean,,,6.95,0.09,2.0,545.0
bean,,,7.68,0.09,2.0,259.0
bean,,,5.4,0.1255,9.0,394.0
bean,,,7.53,0.09,56.0,688.0
bean,,,6.95,0.16,11.0,441.0
bean,,,6.95,0.16,2.0,161.0
bean,,,6.95,0.16,2.0,424.0
bean,,,7.53,0.09,9.0,512.0
bean,,,6.95,0.16,2.0,279.0
bean,,,7.2,0.110631325,12.0,292.0
bean,,,7.2,0.110631325,15.0,254.0
bean,,,5.88,0.12,5.0,232.0
bean,,,5.88,0.12,5.0,194.0
bean,,,5.88,0.12,49.0,206.0
bean,,,5.8,0.17684796,1.0,141.0
bean,,,5.98,0.18,9.0,196.0
bean,,,5.3,0.2279,17.0,867.0
bean,,,5.98,0.18,23.0,171.0
bean,,,6.56,0.16,14.0,206.0
bean,,,6.56,0.16,8.0,198.0
bean,,,6.58,0.16,13.0,145.0
bean,,,5.32,0.236689094,3.1,365.0
bean,,,6.48,0.16,2.0,327.0
bean,,,6.48,0.16,3.0,163.0
bean,,,5.89,0.16,3.0,215.0
bean,,,6.4,0.16,6.0,294.0
bean,,,5.8,0.250293402,23.0,329.0
bean,,,6.05,0.16,159.0,1620.0
bean,,,6.9,0.134622792,4.0,308.0
bean,,,6.9,0.134622792,139.0,871.0
bean,,,5.8,0.250293402,9.0,274.0
bean,,,5.4,0.1333,20.0,255.0
bean,,,6.37,0.134622792,2.0,435.0
bean,,,6.9,0.134622792,8.0,230.0
bean,,,5.8,0.250293402,4.0,147.0
bean,,,5.4,0.1333,3.0,107.0
bean,,,5.8,0.195910715,5.0,361.0
bean,,,6.3,0.000261711,11.0,363.0
bean,,,5.8,0.250293402,46.0,469.0
bean,,,5.6,0.0808,2.0,274.0
bean,,,5.55,0.2289,4.5,507.24
bean,,,6.11,0.0808,6.0,251.0
bean,,,5.8,0.250293402,7.42,202.51
bean,,,6.15,0.0808,8.84,276.78
bean,,,6.37,0.111842553,4.0,362.0
bean,,,5.85,0.2289,87.0,275.0
bean,,,5.8,0.250293402,29.0,397.0
bean,,,6.37,0.111842553,2.0,310.0
bean,,,5.68,0.076819645,6.8,142.0
bean,,,5.84,0.150259886,9.9,377.0
bean,,,6.3,0.109118423,1.9,330.0
bean,,,5.4,0.2313,4.0,220.0
bean,,,5.4,0.2216,8.0,361.0
bean,,,5.8,0.2984,3.0,162.0
bean,,,5.5,0.2223,3.0,378.0
bean,,,5.6,0.1464,2.0,231.0
bean,,,6.55,0.131968013,68.7,631.0
bean,,,5.8,0.1979,3.0,363.0
bean,,,5.7,0.1011,7.0,392.0
bean,,,5.85,0.09,2.18,298.0
bean,,,5.58,0.17,24.3,247.0
bean,,,7.2,0.110631325,6.0,626.0
bean,,,7.2,0.110631325,6.0,158.0
bean,,,7.1,0.069481704,12.0,282.0
bean,,,6.0,0.0969,2.0,195.0
bean,,,7.2,0.1727,3.0,451.0
bean,,,5.95,0.000261711,28.0,517.0
bean,,,5.2,0.156,2.0,209.0
bean,,,6.0,0.1636,4.0,464.0
bean,,,6.3,0.1914,4.0,270.0
bean,,,6.7,0.1344,3.0,307.0
bean,,,7.0,0.101,5.0,243.0
bean,,,6.4,0.153,2.0,344.0
bean,,,5.3,0.2017,2.0,303.0
bean,,,8.1,0.0825,1.0,616.0
bean,,,6.48,0.03,31.0,201.0
bean,,,5.8,0.250293402,56.0,363.0
bean,,,7.1,0.1273,3.0,302.0
bean,,,5.67,0.17,30.0,1112.0
bean,,,6.1,0.1276,5.0,432.0
bean,,,5.3,0.2463,1.0,217.0
bean,,,5.7,0.2566,2.0,223.0
bean,,,5.4,0.1157,1.0,89.0
bean,,,5.3,0.1139,0.5,154.0
bean,,,5.1,0.191,3.0,310.0
bean,,,6.5,0.2514,5.0,398.0
bean,,,7.0,0.3385,80.0,730.0
bean,,,7.3,0.3828,43.0,682.0
