label,n,p,k,ph,temperature,rainfall,humidity,soil_texture
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
6.0,67.0,47.0,44.0,7.87,26.73,280.4,81.79,0.0
6.0,66.0,53.0,41.0,7.78,25.08,257.0,80.52,0.0
6.0,97.0,36.0,45.0,6.94,22.23,278.08,81.86,0.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
6.0,73.0,35.0,38.0,5.01,24.89,185.95,81.98,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,88.0,55.0,45.0,7.73,24.64,253.72,80.41,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,60.0,51.0,36.0,6.03,22.7,257.0,82.81,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,79.0,42.0,37.0,6.59,24.87,295.61,82.84,0.0
6.0,67.0,47.0,44.0,7.87,26.73,280.4,81.79,0.0
6.0,83.0,60.0,36.0,6.9,25.6,200.83,80.15,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,90.0,44.0,38.0,7.47,23.84,241.2,83.88,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
6.0,68.0,57.0,43.0,5.71,26.09,182.9,80.38,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
6.0,97.0,36.0,45.0,6.94,22.23,278.08,81.86,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,67.0,43.0,39.0,6.0,26.04,186.75,84.97,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,77.0,38.0,36.0,5.95,21.87,224.56,80.19,0.0
6.0,73.0,57.0,41.0,5.82,21.45,272.2,84.94,0.0
6.0,60.0,49.0,44.0,6.24,20.78,240.08,84.5,0.0
6.0,91.0,50.0,40.0,6.46,20.82,230.22,84.13,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,93.0,56.0,42.0,7.38,23.86,195.09,82.23,0.0
6.0,78.0,40.0,38.0,7.55,26.46,248.23,83.86,0.0
6.0,91.0,50.0,40.0,6.46,20.82,230.22,84.13,0.0
6.0,93.0,56.0,36.0,6.98,24.01,185.28,82.06,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,67.0,45.0,38.0,7.3,22.73,260.89,82.17,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,93.0,56.0,36.0,6.98,24.01,185.28,82.06,0.0
6.0,65.0,37.0,40.0,5.33,23.36,188.41,83.6,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,94.4,48.54,38.54,6.91,22.11,227.23,82.77,0.0
6.0,79.0,43.0,39.0,7.06,21.67,210.81,80.71,0.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,95.0,55.0,42.0,5.95,26.8,193.35,82.15,0.0
6.0,60.0,36.0,43.0,5.29,23.43,219.9,83.06,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
6.0,95.0,52.0,36.0,5.54,26.23,286.51,83.84,0.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,91.0,35.0,39.0,6.97,23.79,206.26,80.42,0.0
6.0,86.97,52.33,43.36,6.62,26.38,265.23,82.06,0.0
6.0,90.0,46.0,42.0,7.5,23.98,250.08,81.45,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,60.0,36.0,43.0,5.29,23.43,219.9,83.06,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,83.0,60.0,36.0,6.9,25.6,200.83,80.15,0.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,76.0,60.0,39.0,6.77,20.05,208.58,80.35,0.0
6.0,60.0,55.0,45.0,5.94,21.41,287.58,83.33,0.0
6.0,61.0,52.0,41.0,6.88,24.98,204.8,83.89,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,81.0,45.0,35.0,6.16,26.53,218.92,80.12,0.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
6.0,61.0,53.0,43.0,6.35,26.4,223.37,81.06,0.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,72.0,45.0,35.0,5.76,25.43,195.36,82.95,0.0
6.0,78.0,40.0,38.0,7.55,26.46,248.23,83.86,0.0
6.0,93.0,56.0,36.0,6.98,24.01,185.28,82.06,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,79.0,42.0,37.0,6.59,24.87,295.61,82.84,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,93.0,56.0,42.0,7.38,23.86,195.09,82.23,0.0
6.0,81.0,45.0,35.0,6.16,26.53,218.92,80.12,0.0
6.0,63.0,44.0,41.0,5.58,24.17,257.03,83.73,0.0
6.0,88.0,46.0,42.0,6.6,22.68,194.27,83.46,0.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
6.0,69.0,46.0,41.0,5.01,23.64,263.11,80.29,0.0
6.0,77.0,38.0,36.0,5.95,21.87,224.56,80.19,0.0
6.0,93.0,56.0,36.0,6.98,24.01,185.28,82.06,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,66.0,53.0,41.0,7.78,25.08,257.0,80.52,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
6.0,81.0,45.0,35.0,6.16,26.53,218.92,80.12,0.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,78.0,43.0,42.0,7.28,21.32,192.32,83.0,0.0
6.0,95.0,52.0,36.0,5.54,26.23,286.51,83.84,0.0
6.0,69.0,55.0,38.0,5.7,22.71,271.32,82.64,0.0
6.0,69.0,55.0,38.0,5.7,22.71,271.32,82.64,0.0
6.0,82.0,43.0,38.0,5.11,23.29,242.32,81.43,0.0
6.0,93.0,58.0,38.0,6.93,20.62,279.55,83.77,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,82.0,43.0,38.0,5.11,23.29,242.32,81.43,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,95.0,55.0,42.0,5.95,26.8,193.35,82.15,0.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,90.64,39.75,42.03,6.45,21.3,202.02,81.46,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,82.0,43.0,38.0,5.11,23.29,242.32,81.43,0.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,73.0,57.0,41.0,5.82,21.45,272.2,84.94,0.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,91.0,35.0,39.0,6.97,23.79,206.26,80.42,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,61.0,52.0,41.0,6.88,24.98,204.8,83.89,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,67.65,58.0,38.35,6.02,23.95,220.82,82.15,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,72.0,40.0,38.0,7.59,20.41,245.15,82.21,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,60.0,51.0,36.0,6.03,22.7,257.0,82.81,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
6.0,69.0,55.0,38.0,5.7,22.71,271.32,82.64,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,61.0,52.0,41.0,6.88,24.98,204.8,83.89,0.0
6.0,82.0,43.0,38.0,5.11,23.29,242.32,81.43,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,77.96,42.09,42.0,7.6,20.13,262.74,81.63,0.0
6.0,64.0,45.0,43.0,5.53,25.63,209.9,83.53,0.0
6.0,69.0,55.0,38.0,5.7,22.71,271.32,82.64,0.0
6.0,95.0,55.0,42.0,5.95,26.8,193.35,82.15,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,91.0,50.0,40.0,6.46,20.82,230.22,84.13,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
6.0,63.0,44.0,41.0,5.58,24.17,257.03,83.73,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,78.0,43.0,42.0,7.28,21.32,192.32,83.0,0.0
6.0,91.0,55.16,37.84,6.09,24.3,268.13,80.81,0.0
6.0,67.0,47.0,44.0,7.87,26.73,280.4,81.79,0.0
6.0,91.0,35.0,39.0,6.97,23.79,206.26,80.42,0.0
6.0,61.0,53.0,43.0,6.35,26.4,223.37,81.06,0.0
6.0,91.0,54.72,38.28,5.95,24.75,267.42,80.93,0.0
6.0,60.0,36.0,43.0,5.29,23.43,219.9,83.06,0.0
6.0,78.0,58.0,44.0,5.11,26.8,284.44,80.89,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,77.0,38.0,36.0,5.95,21.87,224.56,80.19,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,88.0,55.0,45.0,7.73,24.64,253.72,80.41,0.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,95.0,52.0,36.0,5.54,26.23,286.51,83.84,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,66.0,53.0,41.0,7.78,25.08,257.0,80.52,0.0
6.0,67.0,47.0,44.0,7.87,26.73,280.4,81.79,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,91.0,35.0,39.0,6.97,23.79,206.26,80.42,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,84.0,51.0,35.0,6.04,22.3,197.98,80.64,0.0
6.0,88.0,46.0,42.0,6.6,22.68,194.27,83.46,0.0
6.0,91.0,35.0,39.0,6.97,23.79,206.26,80.42,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,60.0,48.0,39.0,7.04,24.28,231.09,80.3,0.0
6.0,88.0,55.0,45.0,7.73,24.64,253.72,80.41,0.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
6.0,89.0,54.0,38.0,6.69,24.52,230.45,83.54,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,61.0,53.0,43.0,6.35,26.4,223.37,81.06,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,73.0,35.0,38.0,5.01,24.89,185.95,81.98,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,99.0,54.0,37.0,5.59,21.14,198.67,80.34,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
6.0,82.0,40.0,40.0,6.27,23.83,298.56,84.81,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,88.0,46.0,42.0,6.6,22.68,194.27,83.46,0.0
6.0,60.0,48.0,39.0,7.04,24.28,231.09,80.3,0.0
6.0,79.0,43.0,39.0,7.06,21.67,210.81,80.71,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,67.0,43.0,39.0,6.0,26.04,186.75,84.97,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,67.0,43.0,39.0,6.0,26.04,186.75,84.97,0.0
6.0,88.0,55.0,45.0,7.73,24.64,253.72,80.41,0.0
6.0,78.0,35.0,44.0,7.07,26.54,183.62,84.67,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,60.0,49.0,44.0,6.24,20.78,240.08,84.5,0.0
6.0,73.0,35.0,38.0,5.01,24.89,185.95,81.98,0.0
6.0,81.0,41.0,38.0,7.52,22.68,200.91,83.73,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,91.0,50.0,40.0,6.46,20.82,230.22,84.13,0.0
6.0,74.0,54.0,38.0,7.12,25.66,217.38,83.47,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,78.0,40.0,38.0,7.55,26.46,248.23,83.86,0.0
6.0,90.0,44.0,38.0,7.47,23.84,241.2,83.88,0.0
6.0,77.0,38.0,36.0,5.95,21.87,224.56,80.19,0.0
6.0,67.0,45.0,38.0,7.3,22.73,260.89,82.17,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,83.0,41.0,43.0,6.25,21.05,233.11,82.68,0.0
6.0,99.0,55.21,35.0,6.44,22.25,277.36,80.34,0.0
6.0,84.0,50.0,44.0,5.94,25.49,182.65,81.41,0.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
6.0,78.0,43.0,42.0,7.28,21.32,192.32,83.0,0.0
6.0,72.0,40.0,38.0,7.59,20.41,245.15,82.21,0.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
6.0,74.0,54.0,38.0,7.12,25.66,217.38,83.47,0.0
6.0,89.0,45.0,36.0,6.44,21.33,185.5,80.47,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,73.0,57.0,41.0,5.82,21.45,272.2,84.94,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,61.0,53.0,43.0,6.35,26.4,223.37,81.06,0.0
6.0,97.0,36.0,45.0,6.94,22.23,278.08,81.86,0.0
6.0,96.4,47.69,37.69,7.17,22.87,225.47,81.97,0.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
6.0,86.0,59.0,35.0,6.95,25.79,243.51,82.11,0.0
6.0,93.0,56.0,42.0,7.38,23.86,195.09,82.23,0.0
6.0,98.0,53.0,38.0,5.01,20.27,270.44,81.64,0.0
6.0,61.0,52.0,41.0,6.88,24.98,204.8,83.89,0.0
6.0,99.0,56.5,35.0,6.1,25.49,273.73,80.94,0.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,71.0,46.0,40.0,7.24,20.28,191.95,82.12,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,93.0,56.0,42.0,7.38,23.86,195.09,82.23,0.0
6.0,79.0,43.0,39.0,7.06,21.67,210.81,80.71,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,83.0,60.0,36.0,6.9,25.6,200.83,80.15,0.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
6.0,73.0,57.0,41.0,5.82,21.45,272.2,84.94,0.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,65.0,37.0,40.0,5.33,23.36,188.41,83.6,0.0
6.0,77.0,38.0,36.0,5.95,21.87,224.56,80.19,0.0
6.0,78.0,40.0,38.0,7.55,26.46,248.23,83.86,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,65.0,37.0,40.0,5.33,23.36,188.41,83.6,0.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,83.0,58.0,45.0,5.88,25.76,245.66,83.52,0.0
6.0,90.0,44.0,38.0,7.47,23.84,241.2,83.88,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,60.0,51.0,36.0,6.03,22.7,257.0,82.81,0.0
6.0,95.0,52.0,36.0,5.54,26.23,286.51,83.84,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,67.0,45.0,38.0,7.3,22.73,260.89,82.17,0.0
6.0,64.0,45.0,43.0,5.53,25.63,209.9,83.53,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,72.0,40.0,38.0,7.59,20.41,245.15,82.21,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,78.0,40.0,38.0,7.55,26.46,248.23,83.86,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,78.0,35.0,44.0,7.07,26.54,183.62,84.67,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,81.0,45.0,35.0,6.16,26.53,218.92,80.12,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
6.0,79.0,42.0,37.0,6.59,24.87,295.61,82.84,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
6.0,91.51,52.74,40.09,5.53,26.36,264.24,81.35,0.0
6.0,76.0,60.0,39.0,6.77,20.05,208.58,80.35,0.0
6.0,76.0,60.0,39.0,6.77,20.05,208.58,80.35,0.0
6.0,86.0,59.0,35.0,6.95,25.79,243.51,82.11,0.0
6.0,86.0,59.0,35.0,6.95,25.79,243.51,82.11,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
6.0,60.0,51.0,36.0,6.03,22.7,257.0,82.81,0.0
6.0,72.0,40.0,38.0,7.59,20.41,245.15,82.21,0.0
6.0,67.0,43.0,39.0,6.0,26.04,186.75,84.97,0.0
6.0,99.0,55.0,35.0,6.5,21.72,277.96,80.24,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,66.0,53.0,41.0,7.78,25.08,257.0,80.52,0.0
6.0,95.0,55.0,42.0,5.95,26.8,193.35,82.15,0.0
6.0,88.0,35.0,40.0,5.85,23.58,291.3,83.59,0.0
6.0,83.0,41.0,43.0,6.25,21.05,233.11,82.68,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,60.0,51.0,36.0,6.03,22.7,257.0,82.81,0.0
6.0,78.0,42.0,42.0,7.63,20.13,262.72,81.6,0.0
6.0,90.38,40.67,42.43,6.47,21.13,202.4,81.68,0.0
6.0,78.0,40.0,38.0,7.55,26.46,248.23,83.86,0.0
6.0,63.0,44.0,41.0,5.58,24.17,257.03,83.73,0.0
6.0,85.0,38.0,41.0,6.25,21.59,276.66,82.79,0.0
6.0,94.0,53.0,40.0,5.72,20.28,241.97,82.89,0.0
6.0,74.0,39.0,38.0,7.78,23.24,233.05,84.59,0.0
6.0,60.0,55.0,44.0,7.84,23.0,263.96,82.32,0.0
6.0,60.0,51.0,36.0,6.03,22.7,257.0,82.81,0.0
6.0,84.0,51.0,35.0,6.04,22.3,197.98,80.64,0.0
6.0,81.0,45.0,35.0,6.16,26.53,218.92,80.12,0.0
6.0,60.0,36.0,43.0,5.29,23.43,219.9,83.06,0.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
6.0,70.0,36.0,42.0,6.95,21.84,202.38,80.73,0.0
6.0,78.0,43.0,42.0,7.28,21.32,192.32,83.0,0.0
6.0,67.0,43.0,39.0,6.0,26.04,186.75,84.97,0.0
6.0,90.0,44.0,38.0,7.47,23.84,241.2,83.88,0.0
6.0,91.0,36.0,45.0,5.95,24.44,267.98,82.45,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,95.0,39.0,36.0,5.56,23.86,285.25,83.15,0.0
6.0,81.0,53.0,42.0,5.18,23.68,233.7,81.04,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,76.0,40.0,43.0,5.07,25.16,231.38,83.12,0.0
6.0,69.0,37.0,42.0,7.07,23.06,251.05,83.37,0.0
6.0,99.0,56.56,35.0,6.08,25.64,273.56,80.97,0.0
6.0,61.0,53.0,43.0,6.35,26.4,223.37,81.06,0.0
6.0,84.0,51.0,35.0,6.04,22.3,197.98,80.64,0.0
6.0,99.0,54.0,37.0,5.59,21.14,198.67,80.34,0.0
6.0,81.0,45.0,35.0,6.16,26.53,218.92,80.12,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,76.0,60.0,39.0,6.77,20.05,208.58,80.35,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,91.0,35.0,39.0,6.97,23.79,206.26,80.42,0.0
6.0,65.0,37.0,40.0,5.33,23.36,188.41,83.6,0.0
6.0,68.0,57.0,43.0,5.71,26.09,182.9,80.38,0.0
6.0,82.0,43.0,38.0,5.11,23.29,242.32,81.43,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,99.0,41.0,36.0,6.74,24.46,182.56,82.75,0.0
6.0,74.0,35.0,40.0,6.98,26.49,242.86,80.16,0.0
6.0,85.0,58.0,41.0,7.04,21.77,226.66,80.32,0.0
6.0,65.0,60.0,43.0,5.66,21.97,227.36,81.9,0.0
6.0,86.0,59.0,35.0,6.95,25.79,243.51,82.11,0.0
6.0,76.0,49.0,42.0,5.21,24.96,196.96,84.48,0.0
6.0,72.0,40.0,38.0,7.59,20.41,245.15,82.21,0.0
6.0,94.0,50.0,37.0,6.95,25.67,209.59,80.66,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,67.0,43.0,39.0,6.0,26.04,186.75,84.97,0.0
6.0,75.0,54.0,36.0,7.02,26.29,257.49,84.57,0.0
6.0,93.0,53.0,38.0,7.07,26.93,290.68,81.91,0.0
6.0,88.0,46.0,42.0,6.6,22.68,194.27,83.46,0.0
6.0,85.0,37.0,39.0,6.36,24.53,224.68,82.74,0.0
